player_id,name,recent_team,season,week,position_wr,position_te,season_tot_receptions,season_tot_targets,season_tot_receiving_yards,season_tot_receiving_tds,season_tot_receiving_air_yards,season_avg_racr,season_avg_tgt_share,season_avg_air_yards_share,season_avg_wopr,season_avg_fantasy_points_ppr,recent_racr,recent_tgt_share,recent_air_yards_share,recent_wopr,recent_fantasy_points_ppr,career_fpts,actual_fantasy_pts
00-0033891,Zay Jones,JAX,2022,5,1,0,19,24,173,1,150,1.15,0.23,0.20,0.48,14.10,1.15,0.23,0.20,0.48,14.10,6.54,24.50
00-0033879,O.J. Howard,HOU,2022,5,0,1,5,9,72,2,139,0.52,0.06,0.13,0.19,6.05,0.24,0.07,0.14,0.20,2.13,7.48,4.70
00-0033881,Evan Engram,JAX,2022,5,0,1,13,16,99,0,86,1.15,0.12,0.09,0.25,6.23,0.83,0.13,0.11,0.27,6.03,9.82,2.60
00-0033885,David Njoku,CLE,2022,5,0,1,18,23,201,1,109,1.84,0.19,0.13,0.37,10.37,1.78,0.24,0.17,0.48,13.27,7.07,9.70
00-0033858,Jonnu Smith,NE,2022,5,0,1,7,11,58,0,47,1.23,0.11,0.05,0.21,4.27,1.23,0.11,0.05,0.21,4.27,5.98,6.50
00-0033895,Gerald Everett,LAC,2022,5,0,1,16,26,211,2,201,1.05,0.16,0.19,0.38,12.28,0.78,0.18,0.20,0.41,11.57,6.20,17.10
00-0033217,Mo Alie-Cox,IND,2022,5,0,1,10,14,129,2,67,1.93,0.09,0.07,0.19,8.72,1.54,0.12,0.08,0.24,10.10,4.66,26.50
00-0033932,Kenny Golladay,NYG,2022,5,1,0,2,6,22,0,54,0.41,0.09,0.11,0.21,1.40,0.41,0.09,0.11,0.21,1.40,11.07,0.00
00-0033555,Mack Hollins,LV,2022,5,1,0,17,25,273,1,293,0.93,0.17,0.25,0.43,12.61,0.88,0.22,0.32,0.55,15.95,4.62,6.30
00-0033288,George Kittle,SF,2022,5,0,1,6,9,52,0,33,1.58,0.17,0.09,0.31,5.60,1.58,0.17,0.09,0.31,5.60,12.81,4.40
00-0033572,Jamal Agnew,JAX,2022,5,1,0,6,9,73,2,111,0.66,0.07,0.12,0.19,6.50,0.60,0.09,0.20,0.27,7.93,4.63,21.00
00-0033466,Isaiah McKenzie,BUF,2022,5,1,0,15,21,153,3,139,1.10,0.13,0.13,0.28,12.23,0.96,0.14,0.13,0.30,13.00,5.98,12.10
00-0033576,Eric Saubert,DEN,2022,5,0,1,2,6,47,1,106,0.44,0.05,0.10,0.14,3.17,0.44,0.06,0.12,0.17,4.23,2.27,3.50
00-0033798,Mason Schreck,HOU,2022,5,0,1,1,1,0,0,2,0.00,0.03,0.01,0.05,1.00,0.00,0.03,0.01,0.05,1.00,0.50,1.00
00-0033681,Keelan Cole,LV,2022,5,1,0,1,4,12,0,67,0.18,0.10,0.18,0.27,2.20,0.18,0.10,0.18,0.27,2.20,7.41,2.20
00-0033307,Kendrick Bourne,NE,2022,5,1,0,9,12,138,0,166,0.83,0.10,0.15,0.26,6.08,0.58,0.13,0.16,0.30,6.40,7.87,5.80
00-0033357,Taysom Hill,NO,2022,5,0,1,1,1,2,0,2,1.00,0.01,0.00,0.02,8.27,1.00,0.01,0.00,0.02,8.27,7.29,8.10
00-0033757,Robert Tonyan,GB,2022,5,0,1,13,16,106,1,53,2.00,0.13,0.06,0.24,7.40,1.32,0.12,0.05,0.22,7.67,7.50,10.20
00-0033251,Zach Pascal,PHI,2022,5,1,0,6,7,39,0,37,1.05,0.06,0.04,0.12,2.48,0.86,0.07,0.04,0.13,2.73,7.29,0.00
00-0033386,Cody Hollister,TEN,2022,5,1,0,1,1,22,0,22,1.00,0.03,0.08,0.10,3.20,1.00,0.03,0.08,0.10,3.20,2.67,3.20
00-0034054,River Cracraft,MIA,2022,5,1,0,2,4,13,2,31,0.42,0.04,0.03,0.08,5.10,0.42,0.04,0.03,0.08,5.10,4.40,0.00
00-0034011,Dan Arnold,JAX,2022,5,0,1,2,2,34,0,3,11.33,0.04,0.01,0.06,2.70,11.33,0.04,0.01,0.06,2.70,6.25,3.60
00-0033246,Johnny Mundt,MIN,2022,5,0,1,7,9,68,0,21,3.24,0.06,0.02,0.11,3.45,2.43,0.05,0.02,0.09,3.03,2.55,0.00
00-0033439,Pharaoh Brown,HOU,2022,5,0,1,7,10,72,0,60,1.20,0.10,0.08,0.20,4.73,1.20,0.10,0.08,0.20,4.73,3.82,6.10
00-0033009,Tyler Boyd,CIN,2022,5,1,0,12,19,202,2,220,0.92,0.12,0.19,0.32,11.78,0.77,0.12,0.17,0.29,11.27,11.37,7.62
00-0032765,Michael Thomas,NO,2022,5,1,0,16,22,171,3,237,0.72,0.20,0.18,0.43,17.03,0.72,0.20,0.18,0.43,17.03,18.29,9.90
00-0032385,Sterling Shepard,NYG,2022,5,1,0,13,24,154,1,225,0.68,0.28,0.42,0.72,11.47,0.68,0.28,0.42,0.72,11.47,12.34,9.90
00-0033114,Mike Thomas,CIN,2022,5,1,0,1,5,5,0,64,0.08,0.09,0.18,0.27,3.50,0.08,0.09,0.18,0.27,3.50,2.22,3.50
00-0033090,Hunter Henry,NE,2022,5,0,1,5,9,41,0,82,0.50,0.08,0.07,0.17,2.27,0.26,0.07,0.05,0.14,1.70,9.99,3.30
00-0032392,Austin Hooper,TEN,2022,5,0,1,5,10,48,0,61,0.79,0.10,0.08,0.20,2.45,0.69,0.11,0.11,0.25,2.73,8.42,1.40
00-0033110,Tyler Higbee,LA,2022,5,0,1,26,38,244,0,128,1.91,0.26,0.13,0.48,12.60,1.60,0.25,0.15,0.48,13.83,7.17,17.30
00-0032394,Nick Vannett,NO,2022,5,0,1,1,1,5,0,3,1.67,0.03,0.01,0.04,1.50,1.67,0.03,0.01,0.04,1.50,3.47,1.50
00-0032398,Chris Moore,HOU,2022,5,1,0,8,12,108,0,70,1.54,0.09,0.07,0.18,4.70,1.10,0.09,0.07,0.18,4.23,3.95,0.00
00-0032775,Demarcus Robinson,BAL,2022,5,1,0,5,10,41,1,86,0.48,0.09,0.08,0.19,3.77,0.26,0.07,0.06,0.15,3.73,5.58,3.00
00-0033040,Tyreek Hill,MIA,2022,5,1,0,31,43,477,2,453,1.05,0.31,0.38,0.74,22.80,0.85,0.29,0.37,0.70,24.40,17.97,25.90
00-0032725,Stephen Anderson,ARI,2022,5,0,1,1,1,2,0,2,1.00,0.02,0.01,0.04,1.20,1.00,0.02,0.01,0.04,1.20,3.74,1.20
00-0032688,Robbie Anderson,CAR,2022,5,1,0,12,22,174,1,240,0.73,0.19,0.32,0.52,8.35,0.30,0.16,0.29,0.45,4.07,10.61,5.60
00-0031484,Chris Manhertz,JAX,2022,5,0,1,1,1,0,0,-3,0.00,0.04,-0.02,0.05,1.00,0.00,0.04,-0.02,0.05,1.00,2.18,1.00
00-0032464,Kalif Raymond,DET,2022,5,1,0,4,8,42,0,141,0.30,0.07,0.13,0.20,2.17,0.30,0.07,0.13,0.20,2.17,5.37,5.10
00-0031544,Amari Cooper,CLE,2022,5,1,0,20,31,228,2,324,0.70,0.25,0.38,0.65,13.70,0.65,0.27,0.42,0.70,16.70,13.97,1.90
00-0031547,DeVante Parker,NE,2022,5,1,0,8,16,189,1,304,0.62,0.14,0.27,0.40,8.22,0.59,0.16,0.34,0.48,10.33,10.96,10.40
00-0031549,Nelson Agholor,NE,2022,5,1,0,14,18,225,1,245,0.92,0.16,0.22,0.39,9.62,0.80,0.15,0.23,0.39,11.57,8.68,7.60
00-0031941,Jamison Crowder,BUF,2022,5,1,0,6,13,60,0,121,0.50,0.08,0.11,0.20,3.00,0.26,0.07,0.11,0.18,2.07,10.65,1.70
00-0031588,Stefon Diggs,BUF,2022,5,1,0,31,41,406,4,414,0.98,0.25,0.37,0.64,23.90,0.69,0.25,0.36,0.62,23.13,16.01,10.20
00-0032211,Tyler Lockett,SEA,2022,5,1,0,27,34,302,0,392,0.77,0.26,0.38,0.66,14.30,0.70,0.29,0.40,0.72,17.13,12.66,15.10
00-0032208,Phillip Dorsett,HOU,2022,5,1,0,1,4,15,0,36,0.42,0.04,0.05,0.09,0.83,0.42,0.04,0.05,0.09,0.83,5.93,0.00
00-0032054,Breshad Perriman,TB,2022,5,1,0,6,12,89,1,201,0.44,0.12,0.24,0.35,6.07,0.44,0.12,0.24,0.35,6.07,6.64,5.40
00-0032214,Tyler Kroft,SF,2022,5,0,1,1,2,9,0,33,0.27,0.08,0.16,0.23,1.90,0.27,0.08,0.16,0.23,1.90,4.88,1.90
00-0032128,Chris Conley,HOU,2022,5,1,0,0,2,0,0,18,0.00,0.06,0.07,0.13,0.00,0.00,0.06,0.07,0.13,0.00,6.30,0.00
00-0031610,Darren Waller,LV,2022,5,0,1,16,24,175,1,273,0.64,0.17,0.23,0.41,9.87,0.35,0.16,0.22,0.40,9.20,11.89,5.40
00-0032134,C.J. Uzomah,NYJ,2022,5,0,1,1,1,5,0,5,1.00,0.02,0.01,0.04,1.50,1.00,0.02,0.01,0.04,1.50,6.25,1.50
00-0032141,Geoff Swaim,TEN,2022,5,0,1,6,7,38,1,16,2.38,0.12,0.03,0.21,7.90,2.38,0.12,0.03,0.21,7.90,4.26,10.90
00-0031763,DeAndre Carter,LAC,2022,5,1,0,11,14,166,1,160,1.04,0.09,0.15,0.24,8.27,0.64,0.08,0.10,0.19,5.90,5.61,3.60
00-0031868,Damiere Byrd,ATL,2022,5,1,0,0,1,0,0,40,0.00,0.06,0.17,0.20,0.00,0.00,0.06,0.17,0.20,0.00,6.20,0.00
00-0031690,Eric Tomlinson,DEN,2022,5,0,1,0,1,0,0,3,0.00,0.02,0.01,0.04,0.00,0.00,0.02,0.01,0.04,0.00,2.21,0.00
00-0031260,Logan Thomas,WAS,2022,5,0,1,13,20,106,1,167,0.63,0.12,0.13,0.27,7.40,0.37,0.11,0.09,0.23,7.37,6.55,6.90
00-0031325,Sammy Watkins,GB,2022,5,1,0,6,7,111,0,72,1.54,0.12,0.21,0.32,8.55,1.54,0.12,0.21,0.32,8.55,11.01,12.30
00-0031408,Mike Evans,TB,2022,5,1,0,16,21,235,3,276,0.85,0.19,0.29,0.49,19.17,0.85,0.19,0.29,0.49,19.17,16.37,30.30
00-0031236,Brandin Cooks,HOU,2022,5,1,0,20,36,215,1,316,0.68,0.26,0.30,0.60,11.88,0.42,0.23,0.24,0.51,10.77,14.23,18.70
00-0031381,Davante Adams,LV,2022,5,1,0,26,47,290,3,438,0.66,0.32,0.37,0.74,18.25,0.34,0.27,0.30,0.62,14.30,17.10,19.50
00-0031428,Allen Robinson,LA,2022,5,1,0,9,18,95,1,185,0.51,0.12,0.19,0.32,6.13,0.45,0.15,0.22,0.38,7.43,13.65,2.70
00-0031382,Jarvis Landry,NO,2022,5,1,0,15,21,168,0,226,0.74,0.15,0.14,0.33,8.45,0.24,0.11,0.08,0.22,5.13,14.03,4.70
00-0031384,Richard Rodgers,LAC,2022,5,0,1,0,1,0,0,1,0.00,0.03,0.00,0.05,0.00,0.00,0.03,0.00,0.05,0.00,6.28,0.00
00-0030035,Adam Thielen,MIN,2022,5,1,0,21,28,221,1,263,0.84,0.19,0.27,0.47,12.27,0.70,0.21,0.29,0.51,14.17,13.31,15.20
00-0031273,Cameron Brate,TB,2022,5,0,1,11,19,100,0,118,0.85,0.13,0.10,0.26,5.25,0.79,0.13,0.12,0.28,6.43,7.00,7.20
00-0030279,Keenan Allen,LAC,2022,5,1,0,4,4,66,0,52,1.27,0.12,0.22,0.33,10.60,1.27,0.12,0.22,0.33,10.60,16.25,10.60
00-0030431,Robert Woods,TEN,2022,5,1,0,13,20,167,1,189,0.88,0.20,0.25,0.47,8.93,0.81,0.26,0.34,0.62,11.13,12.49,13.00
00-0030068,Marquise Goodwin,SEA,2022,5,1,0,4,8,53,0,94,0.56,0.08,0.13,0.21,3.10,0.56,0.08,0.13,0.21,3.10,6.31,5.10
00-0030506,Travis Kelce,KC,2022,5,0,1,26,34,322,3,269,1.20,0.24,0.25,0.54,19.58,0.75,0.25,0.22,0.53,17.40,16.12,24.20
00-0030061,Zach Ertz,ARI,2022,5,0,1,22,31,181,2,175,1.03,0.18,0.17,0.40,13.53,0.95,0.20,0.20,0.45,14.23,11.74,16.70
00-0030108,Ryan Griffin,CHI,2022,5,0,1,1,3,18,0,45,0.40,0.11,0.16,0.27,1.40,0.40,0.11,0.16,0.27,1.40,5.35,2.80
00-0029293,Marvin Jones,JAX,2022,5,1,0,11,19,104,1,264,0.39,0.15,0.28,0.42,6.85,0.25,0.14,0.29,0.42,6.53,11.94,0.00
00-0029664,Josh Gordon,TEN,2022,5,1,0,0,1,0,0,12,0.00,0.04,0.06,0.11,0.00,0.00,0.04,0.06,0.11,0.00,11.11,0.00
00-0029000,Cole Beasley,TB,2022,5,1,0,4,5,17,0,12,1.42,0.05,0.02,0.10,2.85,1.42,0.05,0.02,0.10,2.85,8.94,1.50
00-0027942,A.J. Green,ARI,2022,5,1,0,5,13,29,0,115,0.25,0.09,0.14,0.24,3.30,0.25,0.09,0.14,0.24,3.30,14.61,0.00
00-0027944,Julio Jones,TB,2022,5,1,0,4,7,76,0,161,0.47,0.09,0.26,0.31,6.65,0.47,0.09,0.26,0.31,6.65,17.98,1.70
00-0028002,Randall Cobb,GB,2022,5,1,0,10,12,150,0,157,0.96,0.10,0.19,0.28,6.25,0.87,0.10,0.17,0.27,7.20,11.87,7.20
00-0027981,Kyle Rudolph,TB,2022,5,0,1,1,1,12,0,12,1.00,0.03,0.05,0.07,2.20,1.00,0.03,0.05,0.07,2.20,8.21,2.20
